epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
1.6412,1.707,1.6048,51.59935714,"Full Formula (Te2 H4 O8)
Reduced Formula: Te(HO2)2
abc   :   4.901167   5.260340  24.194826
angles:  93.847636  90.000000  90.000000
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Te    0.250173  0.472609  0.086671  [0.0, 0.0, 0.0]
  1  Te    0.749827  0.972609  0.086671  [0.0, 0.0, 0.0]
  2  H     0.035041  0.675872  0.171188  [0.0, 0.0, 0.0]
  3  H     0.47687   0.57129   0.000589  [0.0, 0.0, 0.0]
  4  H     0.52313   0.07129   0.000589  [0.0, 0.0, 0.0]
  5  H     0.964959  0.175872  0.171188  [0.0, 0.0, 0.0]
  6  O     0.10474   0.500295  0.161841  [0.0, 0.0, 0.0]
  7  O     0.395304  0.409588  0.011957  [0.0, 0.0, 0.0]
  8  O     0.936597  0.26756   0.060694  [0.0, 0.0, 0.0]
  9  O     0.432455  0.174564  0.112059  [0.0, 0.0, 0.0]
 10  O     0.567545  0.674564  0.112059  [0.0, 0.0, 0.0]
 11  O     0.063403  0.76756   0.060694  [0.0, 0.0, 0.0]
 12  O     0.604696  0.909588  0.011957  [0.0, 0.0, 0.0]
 13  O     0.89526   0.000295  0.161841  [0.0, 0.0, 0.0]",-0.884,"Full Formula (Te2 H4 O8)
Reduced Formula: Te(HO2)2
abc   :   4.883565   5.248213  24.194826
angles:  93.856540  90.000000  90.000000
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Te    0.250178  0.470688  0.086554
  1  Te    0.749822  0.970688  0.086554
  2  H     0.055397  0.685179  0.171735
  3  H     0.47926   0.566393  0.000439
  4  H     0.52074   0.066393  0.000439
  5  H     0.944603  0.185179  0.171735
  6  O     0.10712   0.50433   0.161871
  7  O     0.392979  0.40549   0.011546
  8  O     0.931081  0.27073   0.061262
  9  O     0.427793  0.168968  0.111593
 10  O     0.572207  0.668968  0.111593
 11  O     0.068919  0.77073   0.061262
 12  O     0.607021  0.90549   0.011546
 13  O     0.89288   0.00433   0.161871",JVASP-60507,2.3121,1.5556,1.6127,1.5202,mp-625526,2.0559,Te2 H4 O8
3.7225,3.7225,3.8418,37.06992857,"Full Formula (Cd1 In1 Ga1 S4)
Reduced Formula: CdInGaS4
abc   :   3.887266   3.887266  29.560107
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (7)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Cd    0         -0         0.49311   [0.0, 0.0, 0.0]
  1  In    0.666667   0.333333  0.622966  [0.0, 0.0, 0.0]
  2  Ga    0.333333   0.666667  0.369776  [0.0, 0.0, 0.0]
  3  S     0.666667   0.333333  0.541822  [0.0, 0.0, 0.0]
  4  S     0.333333   0.666667  0.444559  [0.0, 0.0, 0.0]
  5  S     0.666667   0.333333  0.337929  [0.0, 0.0, 0.0]
  6  S     0.333333   0.666667  0.662488  [0.0, 0.0, 0.0]",-0.588,"Full Formula (Cd1 In1 Ga1 S4)
Reduced Formula: CdInGaS4
abc   :   3.913738   3.913738  29.560107
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0         0         0.493158
  1  In    0.666667  0.333333  0.623065
  2  Ga    0.333333  0.666667  0.369792
  3  S     0.666667  0.333333  0.541921
  4  S     0.333333  0.666667  0.444714
  5  S     0.666667  0.333333  0.338294
  6  S     0.333333  0.666667  0.661706",JVASP-28112,1.0032,3.3023,3.298,3.3459,mp-630773,0.5432,Cd1 In1 Ga1 S4
2.9383,2.9383,2.5386,28.708625,"Full Formula (Tb2 H4 Br2)
Reduced Formula: TbH2Br
abc   :   3.772236   3.772236  27.126876
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Tb    0.666667   0.333333  0.440477  [0.0, 0.0, 0.0]
  1  Tb    0.333333   0.666667  0.559523  [0.0, 0.0, 0.0]
  2  H     0.666667   0.333333  0.522818  [0.0, 0.0, 0.0]
  3  H     0.333333   0.666667  0.477182  [0.0, 0.0, 0.0]
  4  H     0          0         0.447806  [0.0, 0.0, 0.0]
  5  H     0         -0         0.552194  [0.0, 0.0, 0.0]
  6  Br    0.333333   0.666667  0.368693  [0.0, 0.0, 0.0]
  7  Br    0.666667   0.333333  0.631307  [0.0, 0.0, 0.0]",-1.128,"Full Formula (Tb2 H4 Br2)
Reduced Formula: TbH2Br
abc   :   3.785224   3.785224  27.126876
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tb    0.666667  0.333333  0.44017
  1  Tb    0.333333  0.666667  0.55983
  2  H     0.666667  0.333333  0.522822
  3  H     0.333333  0.666667  0.477178
  4  H     0         0         0.446335
  5  H     0         0         0.553665
  6  Br    0.333333  0.666667  0.368638
  7  Br    0.666667  0.333333  0.631362",JVASP-28115,2.2284,2.6358,2.6341,2.3127,mp-642807,1.8924,Tb2 H4 Br2
2.721,2.7211,2.5412,87.95402222,"Full Formula (Pb1 I2)
Reduced Formula: PbI2
abc   :   4.566671   4.566672  23.785938
angles:  90.000000  90.000000 119.999777
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  I     0.333335   0.666665  0.84023   [0.0, 0.0, 0.0]
  1  I     0.666663   0.333337  0.000633  [0.0, 0.0, 0.0]
  2  Pb    3e-06     -2e-06     0.920386  [0.0, 0.0, 0.0]",-0.571,"Full Formula (Pb1 I2)
Reduced Formula: PbI2
abc   :   4.682436   4.682436  23.785938
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  I     0.333333  0.666666  0.840833
  1  I     0.666667  0.333334  0
  2  Pb    0         0         0.920416",JVASP-60526,3.0141,2.5628,2.5639,2.3908,mp-672671,2.6385,I2 Pb1
17.8712,19.5575,3.2064,88.04341667,"Full Formula (Nb3 Ir1 Se8)
Reduced Formula: Nb3IrSe8
abc   :   6.939257   6.939369  23.684104
angles:  90.514742  90.178652 119.663245
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.478748  0.47839   0.499614  [0.0, 0.0, 0.0]
  1  Nb    0.465791  0.999693  0.500616  [0.0, 0.0, 0.0]
  2  Nb    0.999907  0.46537   0.498552  [0.0, 0.0, 0.0]
  3  Ir    0.048398  0.048052  0.499606  [0.0, 0.0, 0.0]
  4  Se    0.346024  0.1817    0.577311  [0.0, 0.0, 0.0]
  5  Se    0.322991  0.660422  0.570764  [0.0, 0.0, 0.0]
  6  Se    0.853413  0.696492  0.55884   [0.0, 0.0, 0.0]
  7  Se    0.175719  0.339306  0.421902  [0.0, 0.0, 0.0]
  8  Se    0.654919  0.316865  0.428412  [0.0, 0.0, 0.0]
  9  Se    0.691981  0.848204  0.440373  [0.0, 0.0, 0.0]
 10  Se    0.832089  0.153177  0.568776  [0.0, 0.0, 0.0]
 11  Se    0.147823  0.826113  0.430402  [0.0, 0.0, 0.0]",-0.629,"Full Formula (Nb3 Ir1 Se8)
Reduced Formula: Nb3IrSe8
abc   :   6.964957   6.978761  23.684104
angles:  90.511836  90.177993 119.833397
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Nb    0.480456  0.477838  0.499275
  1  Nb    0.467739  0.003357  0.501328
  2  Nb    0.001089  0.466041  0.497978
  3  Ir    0.049346  0.049073  0.499808
  4  Se    0.347854  0.184344  0.577743
  5  Se    0.320685  0.656681  0.570151
  6  Se    0.852669  0.6962    0.558256
  7  Se    0.17576   0.338726  0.422257
  8  Se    0.650658  0.313545  0.428088
  9  Se    0.691983  0.849485  0.440881
 10  Se    0.832283  0.152874  0.568617
 11  Se    0.147282  0.825619  0.430785",JVASP-28125,,,,,mp-675066,0.0856,Nb3 Ir1 Se8
8.8693,8.8693,7.6831,48.72114286,"Full Formula (Bi2 Pb1 Se4)
Reduced Formula: Bi2PbSe4
abc   :   4.221002   4.221002  30.639840
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Bi    -0         0         0.375741  [0.0, 0.0, 0.0]
  1  Bi     0.666667  0.333333  0.624261  [0.0, 0.0, 0.0]
  2  Pb     0.333333  0.666667  0.500001  [0.0, 0.0, 0.0]
  3  Se     0.333333  0.666667  0.325514  [0.0, 0.0, 0.0]
  4  Se     0.666667  0.333333  0.439148  [0.0, 0.0, 0.0]
  5  Se     0         0         0.560852  [0.0, 0.0, 0.0]
  6  Se     0.333333  0.666667  0.674486  [0.0, 0.0, 0.0]",-0.409,"Full Formula (Bi2 Pb1 Se4)
Reduced Formula: Bi2PbSe4
abc   :   4.245097   4.245097  30.639840
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0         0         0.376176
  1  Bi    0.666667  0.333333  0.623826
  2  Pb    0.333333  0.666667  0.500001
  3  Se    0.333333  0.666667  0.326372
  4  Se    0.666667  0.333333  0.439123
  5  Se    0         0         0.560877
  6  Se    0.333333  0.666667  0.673628",JVASP-28127,1.1393,7.6985,7.6854,6.3087,mp-675543,1.005,Bi2 Pb1 Se4
12.6085,12.6085,10.3343,55.66662857,"Full Formula (Bi2 Te4 Pb1)
Reduced Formula: Bi2Te4Pb
abc   :   4.465918   4.465918  31.417273
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Bi    -0         0         0.371723  [0.0, 0.0, 0.0]
  1  Bi     0.666667  0.333333  0.628276  [0.0, 0.0, 0.0]
  2  Te     0.333333  0.666667  0.317645  [0.0, 0.0, 0.0]
  3  Te     0.666667  0.333333  0.437133  [0.0, 0.0, 0.0]
  4  Te     0         0         0.562866  [0.0, 0.0, 0.0]
  5  Te     0.333333  0.666667  0.682355  [0.0, 0.0, 0.0]
  6  Pb     0.333333  0.666667  0.5       [0.0, 0.0, 0.0]",-0.232,"Full Formula (Bi2 Te4 Pb1)
Reduced Formula: Bi2Te4Pb
abc   :   4.514258   4.514258  31.417273
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0         0         0.371797
  1  Bi    0.666667  0.333333  0.628202
  2  Te    0.333333  0.666667  0.318296
  3  Te    0.666667  0.333333  0.436759
  4  Te    0         0         0.56324
  5  Te    0.333333  0.666667  0.681704
  6  Pb    0.333333  0.666667  0.5",JVASP-28130,1.2676,10.5471,10.5576,8.9255,mp-676250,1.0772,Bi2 Te4 Pb1
16.5896,5.3201,3.4348,60.97916667,"Full Formula (Pt2 Cl4)
Reduced Formula: PtCl2
abc   :   4.678689   4.428352  25.528175
angles: 103.335272  94.262715 104.069134
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pt    0.785011  0.719075  0.47098   [0.0, 0.0, 0.0]
  1  Pt    0.214974  0.280913  0.528987  [0.0, 0.0, 0.0]
  2  Cl    0.765172  0.901049  0.395475  [0.0, 0.0, 0.0]
  3  Cl    0.743627  0.460557  0.543289  [0.0, 0.0, 0.0]
  4  Cl    0.256389  0.53945   0.456679  [0.0, 0.0, 0.0]
  5  Cl    0.234827  0.098955  0.604493  [0.0, 0.0, 0.0]",-0.025,"Full Formula (Pt2 Cl4)
Reduced Formula: PtCl2
abc   :   4.575982   4.928423  25.528175
angles: 101.960987  94.358574 102.855059
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Pt    0.786781  0.713506  0.473361
  1  Pt    0.213294  0.286738  0.526577
  2  Cl    0.787302  0.929902  0.40374
  3  Cl    0.746245  0.440206  0.541139
  4  Cl    0.253854  0.559594  0.458825
  5  Cl    0.212524  0.070052  0.59626",JVASP-28136,,,,,mp-684670,0.0335,Pt2 Cl4
19.6968,19.6968,4.1332,123.007825,"Full Formula (Yb2 Br6)
Reduced Formula: YbBr3
abc   :   6.716921   6.716921  22.858728
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Yb    0.333333  0.666667  0.489557  [0.0, 0.0, 0.0]
  1  Yb    0.666667  0.333333  0.510443  [0.0, 0.0, 0.0]
  2  Br    0.300825  0.333018  0.572793  [0.0, 0.0, 0.0]
  3  Br    0.032192  0.699175  0.572793  [0.0, 0.0, 0.0]
  4  Br    0.666982  0.967808  0.572793  [0.0, 0.0, 0.0]
  5  Br    0.333018  0.032192  0.427207  [0.0, 0.0, 0.0]
  6  Br    0.967808  0.300825  0.427207  [0.0, 0.0, 0.0]
  7  Br    0.699175  0.666982  0.427207  [0.0, 0.0, 0.0]",-1.306,"Full Formula (Yb2 Br6)
Reduced Formula: YbBr3
abc   :   7.483620   7.483620  22.858728
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Yb    0.333333  0.666667  0.496398
  1  Yb    0.666667  0.333333  0.503602
  2  Br    0.325795  0.335944  0.56253
  3  Br    0.010148  0.674205  0.56253
  4  Br    0.664056  0.989852  0.56253
  5  Br    0.335944  0.010148  0.43747
  6  Br    0.989852  0.325795  0.43747
  7  Br    0.674205  0.664056  0.43747",JVASP-28139,0.032,90.5817,88.6579,11.7732,mp-685068,3.1968,Yb2 Br6
2.0369,1.8565,1.9356,41.64333333,"Full Formula (Ho2 Br2 O2)
Reduced Formula: HoBrO
abc   :   3.812156   4.139830  26.252246
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Br    0.5  0    0.000525  [0.0, 0.0, 0.0]
  1  Br    0    0.5  0.237635  [0.0, 0.0, 0.0]
  2  Ho    0    0    0.079274  [0.0, 0.0, 0.0]
  3  Ho    0.5  0.5  0.158886  [0.0, 0.0, 0.0]
  4  O     0.5  0    0.127856  [0.0, 0.0, 0.0]
  5  O     0    0.5  0.110304  [0.0, 0.0, 0.0]",-3.019,"Full Formula (Ho2 Br2 O2)
Reduced Formula: HoBrO
abc   :   3.836031   4.164108  26.252246
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Br    0.5  0    0
  1  Br    0    0.5  0.23816
  2  Ho    0    0    0.079402
  3  Ho    0.5  0.5  0.158758
  4  O     0.5  0    0.127521
  5  O     0    0.5  0.110639",JVASP-60550,,,,,mp-752637,4.6183,Br2 Ho2 O2
2.492,2.492,2.1914,47.6405,"Full Formula (Ho2 I2 O2)
Reduced Formula: HoIO
abc   :   3.906237   3.906237  26.042386
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Ho     0.5   0    0.457934  [0.0, 0.0, 0.0]
  1  Ho    -0     0.5  0.542066  [0.0, 0.0, 0.0]
  2  I     -0     0.5  0.385232  [0.0, 0.0, 0.0]
  3  I      0.5   0    0.614768  [0.0, 0.0, 0.0]
  4  O      0.5   0.5  0.5       [0.0, 0.0, 0.0]
  5  O      0    -0    0.5       [0.0, 0.0, 0.0]",-2.864,"Full Formula (Ho2 I2 O2)
Reduced Formula: HoIO
abc   :   3.931840   3.931840  26.042386
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Ho    0.5  0    0.458143
  1  Ho    0    0.5  0.541857
  2  I     0    0.5  0.383989
  3  I     0.5  0    0.616011
  4  O     0.5  0.5  0.5
  5  O     0    0    0.5",JVASP-28173,4.1403,2.2713,2.2712,2.0207,mp-753173,3.6602,Ho2 I2 O2
2.4736,2.4736,2.1831,47.64416667,"Full Formula (Y2 I2 O2)
Reduced Formula: YIO
abc   :   3.932411   3.932411  26.053808
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  I      0.5  -0    0.231262  [0.0, 0.0, 0.0]
  1  I     -0     0.5  0.001096  [0.0, 0.0, 0.0]
  2  O     -0     0    0.116179  [0.0, 0.0, 0.0]
  3  O      0.5   0.5  0.116179  [0.0, 0.0, 0.0]
  4  Y     -0     0.5  0.15833   [0.0, 0.0, 0.0]
  5  Y      0.5   0    0.074027  [0.0, 0.0, 0.0]",-2.875,"Full Formula (Y2 I2 O2)
Reduced Formula: YIO
abc   :   3.953166   3.953166  26.053808
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  I     0.5  0    0.232358
  1  I     0    0.5  0
  2  O     0    0    0.116179
  3  O     0.5  0.5  0.116179
  4  Y     0    0.5  0.15826
  5  Y     0.5  0    0.074097",JVASP-60553,4.0195,2.2614,2.2617,2.0072,mp-753712,3.122,I2 O2 Y2
1.8531,1.7446,1.7661,40.04483333,"Full Formula (Tm2 Cl2 O2)
Reduced Formula: TmClO
abc   :   3.689112   4.111207  25.833586
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Cl    0    0    0.225888  [0.0, 0.0, 0.0]
  1  Cl    0.5  0.5  0.999926  [0.0, 0.0, 0.0]
  2  O     0    0    0.102406  [0.0, 0.0, 0.0]
  3  O     0.5  0.5  0.123408  [0.0, 0.0, 0.0]
  4  Tm    0.5  0    0.153086  [0.0, 0.0, 0.0]
  5  Tm    0    0.5  0.072728  [0.0, 0.0, 0.0]",-3.229,"Full Formula (Tm2 Cl2 O2)
Reduced Formula: TmClO
abc   :   3.706843   4.154520  25.833586
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Cl    0    0    0.225814
  1  Cl    0.5  0.5  0
  2  O     0    0    0.102007
  3  O     0.5  0.5  0.123807
  4  Tm    0.5  0    0.152779
  5  Tm    0    0.5  0.073035",JVASP-60554,5.7776,1.8014,1.7074,1.7018,mp-754113,5.4043,Cl2 O2 Tm2
2.4541,2.4541,2.1991,35.8712,"Full Formula (Ti2 Sn2 O6)
Reduced Formula: TiSnO3
abc   :   5.115013   5.115014  24.414907
angles:  90.000000  90.000000 120.000005
pbc   :       True       True       True
Sites (10)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Ti     0.333333  0.666667  0.498116  [0.0, 0.0, 0.0]
  1  Ti    -0         0         0.501885  [0.0, 0.0, 0.0]
  2  Sn     0.666667  0.333333  0.408959  [0.0, 0.0, 0.0]
  3  Sn     0.666667  0.333333  0.591041  [0.0, 0.0, 0.0]
  4  O      0.022927  0.689946  0.455856  [0.0, 0.0, 0.0]
  5  O      0.667018  0.977073  0.455856  [0.0, 0.0, 0.0]
  6  O      0.310054  0.332982  0.455856  [0.0, 0.0, 0.0]
  7  O      0.023279  0.333685  0.544145  [0.0, 0.0, 0.0]
  8  O      0.666315  0.689594  0.544145  [0.0, 0.0, 0.0]
  9  O      0.310406  0.976721  0.544145  [0.0, 0.0, 0.0]",-2.487,"Full Formula (Ti2 Sn2 O6)
Reduced Formula: TiSnO3
abc   :   5.141803   5.141803  24.414907
angles:  90.000000  90.000000 120.000005
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.333333  0.666667  0.498836
  1  Ti    0         0         0.501165
  2  Sn    0.666667  0.333333  0.409586
  3  Sn    0.666667  0.333333  0.590414
  4  O     0.025182  0.691466  0.455815
  5  O     0.666283  0.974818  0.455815
  6  O     0.308534  0.333717  0.455815
  7  O     0.024799  0.33295   0.544186
  8  O     0.66705   0.691849  0.544186
  9  O     0.308151  0.975201  0.544186",JVASP-28183,2.2632,2.3247,2.3245,2.0652,mp-754246,2.2673,Ti2 Sn2 O6
2.0281,1.8431,1.9251,41.32366667,"Full Formula (Tm2 Br2 O2)
Reduced Formula: TmBrO
abc   :   3.760786   4.102135  26.172939
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Br    0    0.5  0.000431  [0.0, 0.0, 0.0]
  1  Br    0.5  0    0.235421  [0.0, 0.0, 0.0]
  2  O     0    0.5  0.126948  [0.0, 0.0, 0.0]
  3  O     0.5  0    0.108904  [0.0, 0.0, 0.0]
  4  Tm    0.5  0.5  0.07884   [0.0, 0.0, 0.0]
  5  Tm    0    0    0.157012  [0.0, 0.0, 0.0]",-3.049,"Full Formula (Tm2 Br2 O2)
Reduced Formula: TmBrO
abc   :   3.779335   4.143389  26.172939
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Br    0    0.5  0
  1  Br    0.5  0    0.235852
  2  O     0    0.5  0.12695
  3  O     0.5  0    0.108902
  4  Tm    0.5  0.5  0.078974
  5  Tm    0    0    0.156878",JVASP-60556,5.1769,1.8676,1.7235,1.7739,mp-754526,4.6893,Br2 O2 Tm2
2.2214,2.2214,2.1934,38.42216667,"Full Formula (Pr2 Br2 O2)
Reduced Formula: PrBrO
abc   :   4.045427   4.045427  26.964648
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (6)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Br     0.666666  0.333334  0.258227  [0.0, 0.0, 0.0]
  1  Br     0.666666  0.333334  6.1e-05   [0.0, 0.0, 0.0]
  2  O     -0         0         0.162191  [0.0, 0.0, 0.0]
  3  O      0.333334  0.666666  0.096096  [0.0, 0.0, 0.0]
  4  Pr    -0         0         0.073175  [0.0, 0.0, 0.0]
  5  Pr     0.333334  0.666666  0.185114  [0.0, 0.0, 0.0]",-2.936,"Full Formula (Pr2 Br2 O2)
Reduced Formula: PrBrO
abc   :   4.073964   4.073964  26.964648
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Br    0.666666  0.333334  0.258288
  1  Br    0.666666  0.333334  0
  2  O     0         0         0.162298
  3  O     0.333334  0.666666  0.095989
  4  Pr    0         0         0.073309
  5  Pr    0.333334  0.666666  0.18498",JVASP-60564,4.0403,2.1389,2.1402,2.0617,mp-756702,3.646,Br2 O2 Pr2
7.7423,7.7423,1.5847,39.90911111,"Full Formula (V1 C2 O6)
Reduced Formula: V(CO3)2
abc   :   4.775825   4.775825  22.222608
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (9)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  V      0.333333   0.666667  0.5       [0.0, 0.0, 0.0]
  1  C     -0         -0         0.548454  [0.0, 0.0, 0.0]
  2  C      0.666667   0.333333  0.451546  [0.0, 0.0, 0.0]
  3  O      0.70529    0.940171  0.549049  [0.0, 0.0, 0.0]
  4  O      0.431786   0.038623  0.450951  [0.0, 0.0, 0.0]
  5  O      0.606838   0.568214  0.450951  [0.0, 0.0, 0.0]
  6  O      0.059829   0.765119  0.549049  [0.0, 0.0, 0.0]
  7  O      0.234881   0.29471   0.549049  [0.0, 0.0, 0.0]
  8  O      0.961377   0.393162  0.450951  [0.0, 0.0, 0.0]",-1.579,"Full Formula (V1 C2 O6)
Reduced Formula: V(CO3)2
abc   :   4.853610   4.853610  22.222608
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  V     0.333333  0.666667  0.5
  1  C     0         0         0.549113
  2  C     0.666667  0.333333  0.450887
  3  O     0.706089  0.930014  0.550008
  4  O     0.442742  0.039422  0.449992
  5  O     0.596681  0.557258  0.449992
  6  O     0.069986  0.776075  0.550008
  7  O     0.223925  0.293911  0.550008
  8  O     0.960578  0.403319  0.449992",JVASP-28199,,,,,mp-763352,0.0232,V1 C2 O6
16.6265,16.6265,2.0729,52.401,"Full Formula (Ti1 Co3 O8)
Reduced Formula: TiCo3O8
abc   :   5.713748   5.713748  21.908532
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ti    0.666667  0.333333  0.5       [0.0, 0.0, 0.0]
  1  Co    0.666667  0.833333  0.5       [0.0, 0.0, 0.0]
  2  Co    0.166667  0.833333  0.5       [0.0, 0.0, 0.0]
  3  Co    0.166667  0.333333  0.5       [0.0, 0.0, 0.0]
  4  O     0.839466  0.678932  0.544196  [0.0, 0.0, 0.0]
  5  O     0.839466  0.160534  0.544196  [0.0, 0.0, 0.0]
  6  O     0.321068  0.160534  0.544196  [0.0, 0.0, 0.0]
  7  O     0.012265  0.506132  0.455804  [0.0, 0.0, 0.0]
  8  O     0.493868  0.506132  0.455804  [0.0, 0.0, 0.0]
  9  O     0.493867  0.987735  0.455804  [0.0, 0.0, 0.0]
 10  O     0.333333  0.666667  0.541708  [0.0, 0.0, 0.0]
 11  O     0         0         0.458292  [0.0, 0.0, 0.0]",-1.396,"Full Formula (Ti1 Co3 O8)
Reduced Formula: TiCo3O8
abc   :   5.745834   5.745834  21.908532
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.666667  0.333333  0.5
  1  Co    0.666667  0.833333  0.5
  2  Co    0.166667  0.833333  0.5
  3  Co    0.166667  0.333333  0.5
  4  O     0.839871  0.679742  0.543349
  5  O     0.839871  0.160129  0.543349
  6  O     0.320258  0.160129  0.543349
  7  O     0.013075  0.506537  0.456651
  8  O     0.493463  0.506537  0.456651
  9  O     0.493462  0.986925  0.456651
 10  O     0.333333  0.666667  0.543557
 11  O     0         0         0.456443",JVASP-28212,,,,,mp-765864,1.1701,Ti1 Co3 O8
