Current (A),Voltage (V),Charge Capacity (mAh),Discharge Capacity (mAh),Time (s),Temperature (C)
3.2614,4.3492,46.11067,0.0,526689.0,0
3.218,4.3492,46.13765,0.0,526719.0,0
3.1808,4.3492,46.1643,0.0,526749.0,0
3.1312,4.3492,46.19052,0.0,526779.0,0
3.08159,4.3492,46.21638,0.0,526809.0,0
3.03819,4.3492,46.24188,0.0,526839.0,0
2.98239,4.3492,46.26697,0.0,526869.0,0
2.93898,4.3492,46.29164,0.0,526899.0,0
2.90798,4.3492,46.31596,0.0,526929.0,0
2.89558,4.3492,46.31741,0.0,526931.0,0
0.0,4.334,0.0,0.0,526961.0,0
0.0,4.3306,0.0,0.0,526991.0,0
0.0,4.3278,0.0,0.0,527021.0,0
0.0,4.326,0.0,0.0,527051.0,0
0.0,4.3241,0.0,0.0,527081.0,0
0.0,4.3226,0.0,0.0,527111.0,0
0.0,4.321,0.0,0.0,527141.0,0
0.0,4.3201,0.0,0.0,527171.0,0
0.0,4.3188,0.0,0.0,527201.0,0
0.0,4.3179,0.0,0.0,527231.0,0
0.0,4.317,0.0,0.0,527261.0,0
0.0,4.3164,0.0,0.0,527291.0,0
0.0,4.3154,0.0,0.0,527321.0,0
0.0,4.3148,0.0,0.0,527351.0,0
0.0,4.3142,0.0,0.0,527381.0,0
0.0,4.3129,0.0,0.0,527411.0,0
0.0,4.3126,0.0,0.0,527441.0,0
0.0,4.312,0.0,0.0,527471.0,0
0.0,4.3114,0.0,0.0,527501.0,0
0.0,4.3111,0.0,0.0,527531.0,0
-58.01091,4.0699,0.0,0.48185,527531.0,0
-58.01711,4.0345,0.0,0.96532,527561.0,0
-58.01711,4.0125,0.0,1.44879,527591.0,0
-58.01711,3.9955,0.0,1.93226,527621.0,0
-58.01711,3.9818,0.0,2.41574,527651.0,0
-58.01711,3.9694,0.0,2.89922,527681.0,0
-58.01711,3.9577,0.0,3.38269,527711.0,0
-58.01711,3.9462,0.0,3.86617,527741.0,0
-58.01711,3.935,0.0,4.34964,527771.0,0
-58.01711,3.9239,0.0,4.83312,527801.0,0
-58.01711,3.9133,0.0,5.31659,527831.0,0
-58.01711,3.9028,0.0,5.80007,527861.0,0
-58.01711,3.8919,0.0,6.28355,527891.0,0
-58.01711,3.8817,0.0,6.76702,527921.0,0
-58.01711,3.8715,0.0,7.2505,527951.0,0
-58.01711,3.8609,0.0,7.73397,527981.0,0
-58.01711,3.8504,0.0,8.21745,528011.0,0
-58.01711,3.8402,0.0,8.70093,528041.0,0
-58.01711,3.8296,0.0,9.1844,528071.0,0
-58.01711,3.8191,0.0,9.66788,528101.0,0
-58.01711,3.8085,0.0,10.15135,528131.0,0
-58.01711,3.7983,0.0,10.63483,528161.0,0
-58.01711,3.7875,0.0,11.11831,528191.0,0
-58.01711,3.7772,0.0,11.60178,528221.0,0
-58.01711,3.7667,0.0,12.08526,528251.0,0
-58.01711,3.7562,0.0,12.56873,528281.0,0
-58.01711,3.7459,0.0,13.05221,528311.0,0
-58.01711,3.7357,0.0,13.53569,528341.0,0
-58.01711,3.7248,0.0,14.01916,528371.0,0
-58.01711,3.7146,0.0,14.50264,528401.0,0
-58.01711,3.7047,0.0,14.98611,528431.0,0
-58.01711,3.6945,0.0,15.46959,528461.0,0
-58.01711,3.6839,0.0,15.95307,528491.0,0
-58.01711,3.6737,0.0,16.43654,528521.0,0
-58.01711,3.6638,0.0,16.92002,528551.0,0
-58.01711,3.6532,0.0,17.40349,528581.0,0
-58.01711,3.6433,0.0,17.88697,528611.0,0
-58.01711,3.6334,0.0,18.37044,528641.0,0
-58.01711,3.6235,0.0,18.85392,528671.0,0
-58.01711,3.6132,0.0,19.3374,528701.0,0
-58.01711,3.6033,0.0,19.82087,528731.0,0
-58.01711,3.5937,0.0,20.30435,528761.0,0
-58.01711,3.5838,0.0,20.78782,528791.0,0
-58.01711,3.5745,0.0,21.2713,528821.0,0
-58.01711,3.5646,0.0,21.75478,528851.0,0
-58.01711,3.5553,0.0,22.23825,528881.0,0
-58.01711,3.5463,0.0,22.72173,528911.0,0
-58.01711,3.5373,0.0,23.2052,528941.0,0
-58.01711,3.5283,0.0,23.68868,528971.0,0
-58.01711,3.5196,0.0,24.17215,529001.0,0
-58.01711,3.5112,0.0,24.65563,529031.0,0
-58.01711,3.5029,0.0,25.13911,529061.0,0
-58.01711,3.4945,0.0,25.62258,529091.0,0
-58.01711,3.4867,0.0,26.10606,529121.0,0
-58.01711,3.4787,0.0,26.58954,529151.0,0
-58.01711,3.4712,0.0,27.07301,529181.0,0
-58.01711,3.4635,0.0,27.55649,529211.0,0
-58.01711,3.4561,0.0,28.03996,529241.0,0
-58.01711,3.4489,0.0,28.52344,529271.0,0
-58.01711,3.4418,0.0,29.00691,529301.0,0
-58.01711,3.435,0.0,29.49039,529331.0,0
-58.01711,3.4278,0.0,29.97387,529361.0,0
-58.01711,3.421,0.0,30.45734,529391.0,0
-58.01711,3.4148,0.0,30.94082,529421.0,0
-58.01711,3.408,0.0,31.42429,529451.0,0
-58.01711,3.4012,0.0,31.90777,529481.0,0
-58.01711,3.3947,0.0,32.39125,529511.0,0
-58.01711,3.3878,0.0,32.87472,529541.0,0
-58.01711,3.3813,0.0,33.3582,529571.0,0
-58.01711,3.3748,0.0,33.84168,529601.0,0
-58.01711,3.368,0.0,34.32515,529631.0,0
-58.01711,3.3609,0.0,34.80862,529661.0,0
-58.01711,3.3541,0.0,35.2921,529691.0,0
-58.01711,3.3466,0.0,35.77558,529721.0,0
-58.01711,3.3395,0.0,36.25905,529751.0,0
-58.01711,3.332,0.0,36.74253,529781.0,0
-58.01711,3.3243,0.0,37.22601,529811.0,0
-58.01711,3.3159,0.0,37.70948,529841.0,0
-58.01711,3.3072,0.0,38.19296,529871.0,0
-58.01711,3.2983,0.0,38.67643,529901.0,0
-58.01711,3.2886,0.0,39.15991,529931.0,0
-58.01711,3.2784,0.0,39.64338,529961.0,0
-58.01711,3.2669,0.0,40.12686,529991.0,0
-58.01711,3.2545,0.0,40.61033,530021.0,0
-58.01711,3.2403,0.0,41.09381,530051.0,0
-58.01711,3.2238,0.0,41.57729,530081.0,0
-58.01711,3.2037,0.0,42.06077,530111.0,0
-58.01711,3.178,0.0,42.54424,530141.0,0
-58.01711,3.1439,0.0,43.02771,530171.0,0
-58.01711,3.0943,0.0,43.5112,530201.0,0
-58.01711,3.022,0.0,43.99467,530231.0,0
-58.01711,2.9141,0.0,44.47814,530261.0,0
-58.01711,2.7566,0.0,44.96162,530291.0,0
-58.01711,2.5443,0.0,45.44509,530321.0,0
-58.01711,2.318,0.0,45.92857,530351.0,0
-58.01711,2.1999,0.0,46.24122,530370.0,0
0.0,3.3627,0.0,0.0,530400.0,0
0.0,3.4179,0.0,0.0,530430.0,0
0.0,3.4489,0.0,0.0,530460.0,0
0.0,3.4672,0.0,0.0,530490.0,0
0.0,3.4787,0.0,0.0,530520.0,0
0.0,3.4864,0.0,0.0,530550.0,0
0.0,3.4914,0.0,0.0,530580.0,0
0.0,3.4954,0.0,0.0,530610.0,0
0.0,3.4985,0.0,0.0,530640.0,0
0.0,3.5007,0.0,0.0,530670.0,0
0.0,3.5032,0.0,0.0,530700.0,0
0.0,3.5047,0.0,0.0,530730.0,0
0.0,3.5063,0.0,0.0,530760.0,0
0.0,3.5075,0.0,0.0,530790.0,0
0.0,3.5088,0.0,0.0,530820.0,0
0.0,3.5103,0.0,0.0,530850.0,0
0.0,3.5112,0.0,0.0,530880.0,0
0.0,3.5122,0.0,0.0,530910.0,0
0.0,3.5128,0.0,0.0,530940.0,0
0.0,3.5137,0.0,0.0,530970.0,0
58.02331,3.6994,0.48191,0.0,531000.0,0
58.02331,3.7282,0.96544,0.0,531030.0,0
58.02331,3.7465,1.44897,0.0,531060.0,0
58.02331,3.7599,1.93249,0.0,531090.0,0
58.02331,3.771,2.41602,0.0,531120.0,0
58.02331,3.7819,2.89955,0.0,531150.0,0
58.02331,3.7915,3.38308,0.0,531180.0,0
58.02331,3.8005,3.8666,0.0,531210.0,0
58.02331,3.8085,4.35013,0.0,531240.0,0
58.02331,3.8163,4.83366,0.0,531270.0,0
58.02331,3.8237,5.31719,0.0,531300.0,0
58.02331,3.8312,5.80071,0.0,531330.0,0
58.02331,3.8383,6.28424,0.0,531360.0,0
58.02331,3.8454,6.76777,0.0,531390.0,0
58.02331,3.8523,7.2513,0.0,531420.0,0
58.02331,3.8588,7.73482,0.0,531450.0,0
58.02331,3.8653,8.21835,0.0,531480.0,0
58.02331,3.8718,8.70188,0.0,531510.0,0
58.02331,3.878,9.18541,0.0,531540.0,0
58.02331,3.8842,9.66893,0.0,531570.0,0
58.02331,3.8898,10.15246,0.0,531600.0,0
58.02331,3.8957,10.63599,0.0,531630.0,0
58.02331,3.9015,11.11952,0.0,531660.0,0
58.02331,3.9071,11.60304,0.0,531690.0,0
58.02331,3.913,12.08657,0.0,531720.0,0
58.02331,3.9189,12.5701,0.0,531750.0,0
58.02331,3.9248,13.05363,0.0,531780.0,0
58.02331,3.9307,13.53715,0.0,531810.0,0
58.02331,3.9366,14.02068,0.0,531840.0,0
58.02331,3.9428,14.50421,0.0,531870.0,0
58.02331,3.9493,14.98774,0.0,531900.0,0
58.02331,3.9558,15.47127,0.0,531930.0,0
58.02331,3.962,15.95479,0.0,531960.0,0
58.02331,3.9685,16.43832,0.0,531990.0,0
58.02331,3.9753,16.92185,0.0,532020.0,0
58.02331,3.9822,17.40537,0.0,532050.0,0
58.02331,3.9893,17.8889,0.0,532080.0,0
58.02331,3.9967,18.37243,0.0,532110.0,0
58.02331,4.0042,18.85596,0.0,532140.0,0
58.02331,4.0116,19.33949,0.0,532170.0,0
58.02331,4.0194,19.82301,0.0,532200.0,0
58.02331,4.0274,20.30654,0.0,532230.0,0
58.02331,4.0355,20.79006,0.0,532260.0,0
58.02331,4.0438,21.27358,0.0,532290.0,0
58.02331,4.0525,21.7571,0.0,532320.0,0
58.01091,4.0612,22.24061,0.0,532350.0,0
58.02331,4.0699,22.72413,0.0,532380.0,0
58.01091,4.0789,23.20764,0.0,532410.0,0
58.01091,4.0882,23.69116,0.0,532440.0,0
58.02331,4.0975,24.17468,0.0,532470.0,0
58.02331,4.1074,24.6582,0.0,532500.0,0
58.02331,4.117,25.14173,0.0,532530.0,0
58.02331,4.1266,25.62524,0.0,532560.0,0
58.02331,4.1365,26.10875,0.0,532590.0,0
58.02331,4.1468,26.59227,0.0,532620.0,0
58.02331,4.1567,27.07577,0.0,532650.0,0
58.01091,4.1669,27.55927,0.0,532680.0,0
58.02331,4.1772,28.04277,0.0,532710.0,0
58.02331,4.188,28.5263,0.0,532740.0,0
58.02331,4.1982,29.00981,0.0,532770.0,0
58.02331,4.2088,29.49332,0.0,532800.0,0
58.02331,4.2199,29.97683,0.0,532830.0,0
58.02331,4.2305,30.46034,0.0,532860.0,0
58.02331,4.2413,30.94387,0.0,532890.0,0
58.02331,4.2525,31.4274,0.0,532920.0,0
58.02331,4.2633,31.91092,0.0,532950.0,0
58.02331,4.2748,32.39446,0.0,532980.0,0
58.02331,4.2857,32.87798,0.0,533010.0,0
58.02331,4.2968,33.36151,0.0,533040.0,0
58.02331,4.308,33.84503,0.0,533070.0,0
58.02331,4.3191,34.32856,0.0,533100.0,0
58.02331,4.3306,34.81209,0.0,533130.0,0
58.02331,4.3418,35.29562,0.0,533160.0,0
56.51041,4.3489,35.77715,0.0,533190.0,0
52.90178,4.3489,36.23209,0.0,533220.0,0
50.0186,4.3492,36.66058,0.0,533250.0,0
47.44543,4.3489,37.06648,0.0,533280.0,0
45.03968,4.3489,37.45162,0.0,533310.0,0
42.77654,4.3492,37.81736,0.0,533340.0,0
40.6188,4.3489,38.16469,0.0,533370.0,0
38.59126,4.3489,38.49461,0.0,533400.0,0
36.67535,4.3489,38.8081,0.0,533430.0,0
34.84003,4.3489,39.10596,0.0,533460.0,0
33.12872,4.3492,39.38903,0.0,533490.0,0
31.51041,4.3492,39.65829,0.0,533520.0,0
29.98512,4.3489,39.91448,0.0,533550.0,0
28.57142,4.3489,40.1584,0.0,533580.0,0
27.20734,4.3489,40.39073,0.0,533610.0,0
25.94246,4.3492,40.61213,0.0,533640.0,0
24.73958,4.3492,40.82323,0.0,533670.0,0
23.61111,4.3489,41.02463,0.0,533700.0,0
22.55084,4.3489,41.21692,0.0,533730.0,0
21.55878,4.3492,41.40065,0.0,533760.0,0
20.61011,4.3489,41.57629,0.0,533790.0,0
19.71726,4.3489,41.74426,0.0,533820.0,0
18.8554,4.3489,41.90491,0.0,533850.0,0
18.05555,4.3489,42.05869,0.0,533880.0,0
17.3053,4.3492,42.20601,0.0,533910.0,0
16.60466,4.3492,42.34728,0.0,533940.0,0
15.92881,4.3492,42.4828,0.0,533970.0,0
15.28397,4.3492,42.61283,0.0,534000.0,0
14.68254,4.3492,42.73767,0.0,534030.0,0
14.0997,4.3489,42.85755,0.0,534060.0,0
13.56026,4.3492,42.97277,0.0,534090.0,0
13.04563,4.3489,43.08357,0.0,534120.0,0
12.5434,4.3492,43.19018,0.0,534150.0,0
12.07837,4.3492,43.29278,0.0,534180.0,0
11.63194,4.3489,43.39159,0.0,534210.0,0
11.21031,4.3492,43.48682,0.0,534240.0,0
10.81969,4.3492,43.5786,0.0,534270.0,0
10.43526,4.3489,43.66715,0.0,534300.0,0
10.07564,4.3492,43.75263,0.0,534330.0,0
9.72222,4.3492,43.83509,0.0,534360.0,0
9.3998,4.3492,43.91474,0.0,534390.0,0
9.07738,4.3492,43.99172,0.0,534420.0,0
8.78596,4.3492,44.06617,0.0,534450.0,0
8.50694,4.3492,44.13821,0.0,534480.0,0
8.23412,4.3492,44.20794,0.0,534510.0,0
7.97991,4.3489,44.27546,0.0,534540.0,0
7.73809,4.3492,44.34093,0.0,534570.0,0
7.50248,4.3492,44.4044,0.0,534600.0,0
7.27306,4.3492,44.46594,0.0,534630.0,0
7.06845,4.3492,44.52572,0.0,534660.0,0
6.86383,4.3492,44.58373,0.0,534690.0,0
6.67162,4.3492,44.64012,0.0,534720.0,0
6.49801,4.3492,44.69498,0.0,534750.0,0
6.312,4.3492,44.74835,0.0,534780.0,0
6.15079,4.3492,44.80032,0.0,534810.0,0
5.99578,4.3492,44.8509,0.0,534840.0,0
5.84697,4.3492,44.90024,0.0,534870.0,0
5.69816,4.3492,44.94832,0.0,534900.0,0
5.55555,4.3492,44.99524,0.0,534930.0,0
5.43154,4.3492,45.04108,0.0,534960.0,0
5.30753,4.3492,45.08585,0.0,534990.0,0
5.18973,4.3492,45.12961,0.0,535020.0,0
5.08432,4.3492,45.17243,0.0,535050.0,0
4.97271,4.3492,45.21433,0.0,535080.0,0
4.87351,4.3492,45.2554,0.0,535110.0,0
4.7743,4.3492,45.29562,0.0,535140.0,0
4.68129,4.3492,45.33504,0.0,535170.0,0
4.60689,4.3492,45.37374,0.0,535200.0,0
4.50768,4.3492,45.4117,0.0,535230.0,0
4.42708,4.3492,45.44892,0.0,535260.0,0
4.35267,4.3492,45.4855,0.0,535290.0,0
4.26587,4.3492,45.52144,0.0,535320.0,0
4.21006,4.3492,45.55676,0.0,535350.0,0
4.13566,4.3492,45.59155,0.0,535380.0,0
4.07366,4.3492,45.62575,0.0,535410.0,0
4.01165,4.3492,45.65941,0.0,535440.0,0
3.94345,4.3492,45.69253,0.0,535470.0,0
3.88764,4.3492,45.72519,0.0,535500.0,0
3.81944,4.3492,45.75735,0.0,535530.0,0
3.76984,4.3492,45.78901,0.0,535560.0,0
3.71403,4.3492,45.82018,0.0,535590.0,0
3.65823,4.3492,45.85092,0.0,535620.0,0
3.60863,4.3492,45.88122,0.0,535650.0,0
3.55902,4.3492,45.91109,0.0,535680.0,0
3.50942,4.3492,45.94053,0.0,535710.0,0
3.45362,4.3492,45.96958,0.0,535740.0,0
3.42261,4.3492,45.99824,0.0,535770.0,0
3.37301,4.3492,46.02656,0.0,535800.0,0
3.32961,4.3492,46.05447,0.0,535830.0,0
3.2738,4.3492,46.08194,0.0,535860.0,0
3.2242,4.3492,46.10899,0.0,535890.0,0
3.187,4.3492,46.13569,0.0,535920.0,0
3.1312,4.3492,46.16194,0.0,535950.0,0
3.08779,4.3492,46.18785,0.0,535980.0,0
3.03819,4.3492,46.21338,0.0,536010.0,0
2.98859,4.3492,46.23848,0.0,536040.0,0
2.94518,4.3492,46.26327,0.0,536070.0,0
2.91418,4.3492,46.28768,0.0,536100.0,0
2.89558,4.3492,46.29235,0.0,536106.0,0
0.0,4.334,0.0,0.0,536136.0,0
0.0,4.3306,0.0,0.0,536166.0,0
0.0,4.3278,0.0,0.0,536196.0,0
0.0,4.326,0.0,0.0,536226.0,0
0.0,4.3241,0.0,0.0,536256.0,0
0.0,4.3229,0.0,0.0,536286.0,0
0.0,4.3213,0.0,0.0,536316.0,0
0.0,4.3201,0.0,0.0,536346.0,0
0.0,4.3188,0.0,0.0,536376.0,0
0.0,4.3179,0.0,0.0,536406.0,0
0.0,4.317,0.0,0.0,536436.0,0
0.0,4.3164,0.0,0.0,536466.0,0
0.0,4.3154,0.0,0.0,536496.0,0
0.0,4.3148,0.0,0.0,536526.0,0
0.0,4.3142,0.0,0.0,536556.0,0
0.0,4.3133,0.0,0.0,536586.0,0
0.0,4.3126,0.0,0.0,536616.0,0
0.0,4.312,0.0,0.0,536646.0,0
0.0,4.3114,0.0,0.0,536676.0,0
0.0,4.3111,0.0,0.0,536706.0,0
-58.01711,4.0702,0.0,0.48186,536706.0,0
-58.01711,4.0345,0.0,0.96534,536736.0,0
-58.01711,4.0125,0.0,1.44881,536766.0,0
-58.01711,3.9958,0.0,1.93229,536796.0,0
-58.01711,3.9822,0.0,2.41577,536826.0,0
-58.01711,3.9694,0.0,2.89924,536856.0,0
-58.01711,3.958,0.0,3.38272,536886.0,0
-58.01711,3.9462,0.0,3.86619,536916.0,0
-58.01711,3.935,0.0,4.34967,536946.0,0
-58.01711,3.9239,0.0,4.83314,536976.0,0
-58.01711,3.9133,0.0,5.31662,537006.0,0
-58.01711,3.9028,0.0,5.8001,537036.0,0
-58.01711,3.8919,0.0,6.28357,537066.0,0
-58.01711,3.8814,0.0,6.76705,537096.0,0
-58.01711,3.8712,0.0,7.25052,537126.0,0
-58.01711,3.8609,0.0,7.734,537156.0,0
-58.01711,3.8504,0.0,8.21748,537186.0,0
-58.01711,3.8399,0.0,8.70095,537216.0,0
-58.01711,3.8296,0.0,9.18443,537246.0,0
-58.01711,3.8188,0.0,9.6679,537276.0,0
-58.01711,3.8085,0.0,10.15138,537306.0,0
-58.01711,3.798,0.0,10.63486,537336.0,0
-58.01711,3.7875,0.0,11.11833,537366.0,0
-58.01711,3.7769,0.0,11.60181,537396.0,0
-58.01711,3.7667,0.0,12.08528,537396.0,0
-58.01711,3.7558,0.0,12.56876,537426.0,0
-58.01711,3.7456,0.0,13.05224,537456.0,0
-58.01711,3.7354,0.0,13.53571,537486.0,0
-58.01711,3.7248,0.0,14.01919,537516.0,0
-58.01711,3.7146,0.0,14.50266,537546.0,0
-58.01711,3.7044,0.0,14.98614,537576.0,0
-58.01711,3.6941,0.0,15.46961,537606.0,0
-58.01711,3.6836,0.0,15.95309,537636.0,0
-58.01711,3.6734,0.0,16.43657,537666.0,0
-58.01711,3.6635,0.0,16.92004,537696.0,0
-58.01711,3.6529,0.0,17.40352,537726.0,0
-58.01711,3.643,0.0,17.88699,537756.0,0
-58.01711,3.6331,0.0,18.37047,537786.0,0
-58.01711,3.6232,0.0,18.85395,537816.0,0
-58.01711,3.6126,0.0,19.33742,537846.0,0
-58.01711,3.603,0.0,19.8209,537876.0,0
-58.01711,3.5931,0.0,20.30438,537906.0,0
-58.01711,3.5835,0.0,20.78785,537936.0,0
-58.01711,3.5742,0.0,21.27133,537966.0,0
-58.01711,3.5642,0.0,21.7548,537996.0,0
-58.01711,3.5549,0.0,22.23828,538026.0,0
-58.01711,3.5456,0.0,22.72175,538056.0,0
-58.01711,3.5367,0.0,23.20523,538086.0,0
-58.01711,3.528,0.0,23.6887,538116.0,0
-58.01711,3.5193,0.0,24.17218,538146.0,0
-58.01711,3.5106,0.0,24.65566,538176.0,0
-58.01711,3.5022,0.0,25.13913,538206.0,0
-58.01711,3.4939,0.0,25.62261,538236.0,0
-58.01711,3.4858,0.0,26.10608,538266.0,0
-58.01711,3.4784,0.0,26.58956,538296.0,0
-58.01711,3.4706,0.0,27.07304,538326.0,0
-58.01711,3.4632,0.0,27.55651,538356.0,0
-58.01711,3.4557,0.0,28.03999,538386.0,0
-58.01711,3.4486,0.0,28.52346,538416.0,0
-58.01711,3.4412,0.0,29.00694,538446.0,0
-58.01711,3.4343,0.0,29.49041,538476.0,0
-58.01711,3.4275,0.0,29.97389,538506.0,0
-58.01711,3.4204,0.0,30.45737,538536.0,0
-58.01711,3.4136,0.0,30.94085,538566.0,0
-58.01711,3.4074,0.0,31.42432,538596.0,0
-58.01711,3.4006,0.0,31.90779,538626.0,0
-58.01711,3.3937,0.0,32.39127,538656.0,0
-58.01711,3.3872,0.0,32.87475,538686.0,0
-58.01711,3.3807,0.0,33.35822,538716.0,0
-58.01711,3.3739,0.0,33.8417,538746.0,0
-58.01711,3.3671,0.0,34.32518,538776.0,0
-58.01711,3.3599,0.0,34.80865,538806.0,0
-58.01711,3.3528,0.0,35.29213,538836.0,0
-58.01711,3.3457,0.0,35.7756,538866.0,0
-58.01711,3.3382,0.0,36.25908,538896.0,0
-58.01711,3.3305,0.0,36.74255,538926.0,0
-58.01711,3.3227,0.0,37.22603,538956.0,0
-58.01711,3.3144,0.0,37.70951,538986.0,0
-58.01711,3.306,0.0,38.19298,539016.0,0
-58.01711,3.2967,0.0,38.67646,539046.0,0
-58.01711,3.2871,0.0,39.15993,539076.0,0
-58.01711,3.2769,0.0,39.64341,539106.0,0
-58.01711,3.2654,0.0,40.12688,539136.0,0
-58.01711,3.2527,0.0,40.61036,539166.0,0
-58.01711,3.2384,0.0,41.09384,539196.0,0
-58.01711,3.2217,0.0,41.57732,539226.0,0
-58.01711,3.2009,0.0,42.06079,539256.0,0
-58.01711,3.1749,0.0,42.54427,539286.0,0
-58.01711,3.1392,0.0,43.02774,539316.0,0
-58.01711,3.089,0.0,43.51122,539346.0,0
-58.01711,3.014,0.0,43.99469,539376.0,0
-58.01711,2.9033,0.0,44.47817,539406.0,0
-58.01711,2.7421,0.0,44.96164,539436.0,0
-58.01711,2.5279,0.0,45.44511,539466.0,0
-58.01711,2.3049,0.0,45.9286,539496.0,0
-58.01711,2.1999,0.0,46.21384,539514.0,0
0.0,3.3624,0.0,0.0,539544.0,0
0.0,3.4176,0.0,0.0,539574.0,0
0.0,3.4486,0.0,0.0,539604.0,0
0.0,3.4669,0.0,0.0,539634.0,0
0.0,3.4787,0.0,0.0,539664.0,0
0.0,3.4858,0.0,0.0,539694.0,0
0.0,3.4914,0.0,0.0,539724.0,0
0.0,3.4954,0.0,0.0,539754.0,0
0.0,3.4985,0.0,0.0,539784.0,0
0.0,3.5007,0.0,0.0,539814.0,0
0.0,3.5032,0.0,0.0,539844.0,0
0.0,3.5047,0.0,0.0,539874.0,0
0.0,3.5063,0.0,0.0,539904.0,0
0.0,3.5075,0.0,0.0,539934.0,0
0.0,3.5088,0.0,0.0,539964.0,0
0.0,3.5103,0.0,0.0,539994.0,0
0.0,3.5112,0.0,0.0,540024.0,0
0.0,3.5122,0.0,0.0,540054.0,0
0.0,3.5128,0.0,0.0,540084.0,0
0.0,3.5137,0.0,0.0,540114.0,0
58.02331,3.6994,0.48191,0.0,540144.0,0
58.02331,3.7282,0.96543,0.0,540174.0,0
58.02331,3.7468,1.44895,0.0,540204.0,0
58.02331,3.7602,1.93248,0.0,540234.0,0
58.02331,3.771,2.416,0.0,540264.0,0
58.02331,3.7819,2.89953,0.0,540294.0,0
58.02331,3.7918,3.38306,0.0,540324.0,0
58.02331,3.8005,3.86659,0.0,540354.0,0
58.02331,3.8089,4.35011,0.0,540384.0,0
58.02331,3.8166,4.83364,0.0,540414.0,0
58.02331,3.824,5.31717,0.0,540444.0,0
58.02331,3.8315,5.8007,0.0,540474.0,0
58.02331,3.8386,6.28422,0.0,540504.0,0
58.02331,3.8457,6.76775,0.0,540534.0,0
58.02331,3.8526,7.25128,0.0,540564.0,0
58.02331,3.8591,7.73481,0.0,540594.0,0
58.02331,3.8656,8.21833,0.0,540624.0,0
58.02331,3.8721,8.70186,0.0,540654.0,0
58.02331,3.8783,9.18539,0.0,540684.0,0
58.02331,3.8845,9.66891,0.0,540714.0,0
58.02331,3.8901,10.15243,0.0,540744.0,0
58.02331,3.8963,10.63594,0.0,540774.0,0
58.01091,3.9022,11.11947,0.0,540804.0,0
58.02331,3.9081,11.60298,0.0,540834.0,0
58.02331,3.9136,12.0865,0.0,540864.0,0
58.02331,3.9195,12.57002,0.0,540894.0,0
58.02331,3.9254,13.05355,0.0,540924.0,0
58.02331,3.9316,13.53707,0.0,540954.0,0
58.02331,3.9375,14.02059,0.0,540984.0,0
58.02331,3.9437,14.50412,0.0,541014.0,0
58.02331,3.9499,14.98765,0.0,541044.0,0
58.02331,3.9564,15.47118,0.0,541074.0,0
58.02331,3.9626,15.95471,0.0,541104.0,0
58.02331,3.9691,16.43823,0.0,541134.0,0
58.02331,3.976,16.92176,0.0,541164.0,0
58.02331,3.9831,17.40529,0.0,541194.0,0
58.02331,3.9902,17.88881,0.0,541224.0,0
58.02331,3.9973,18.37234,0.0,541254.0,0
58.02331,4.0048,18.85587,0.0,541284.0,0
58.02331,4.0125,19.3394,0.0,541314.0,0
58.02331,4.0203,19.82291,0.0,541344.0,0
58.02331,4.0283,20.30642,0.0,541374.0,0
58.02331,4.0364,20.78993,0.0,541404.0,0
58.02331,4.0448,21.27345,0.0,541434.0,0
58.02331,4.0535,21.75697,0.0,541464.0,0
58.02331,4.0621,22.2405,0.0,541494.0,0
58.02331,4.0708,22.72403,0.0,541524.0,0
58.02331,4.0801,23.20755,0.0,541554.0,0
58.02331,4.0891,23.69107,0.0,541584.0,0
58.01091,4.0984,24.17458,0.0,541614.0,0
58.02331,4.1083,24.65809,0.0,541644.0,0
58.02331,4.1179,25.14161,0.0,541674.0,0
58.02331,4.1276,25.62512,0.0,541704.0,0
58.02331,4.1375,26.10864,0.0,541734.0,0
58.02331,4.1477,26.59216,0.0,541764.0,0
58.02331,4.1579,27.07569,0.0,541794.0,0
58.01091,4.1679,27.55921,0.0,541824.0,0
58.02331,4.1787,28.04273,0.0,541854.0,0
58.02331,4.1889,28.52626,0.0,541884.0,0
58.02331,4.1995,29.00978,0.0,541914.0,0
58.02331,4.21,29.49331,0.0,541944.0,0
58.02331,4.2209,29.97684,0.0,541974.0,0
58.02331,4.2317,30.46036,0.0,542004.0,0
58.02331,4.2429,30.94389,0.0,542034.0,0
58.02331,4.2534,31.42742,0.0,542064.0,0
58.02331,4.2646,31.91095,0.0,542094.0,0
58.02331,4.2757,32.39448,0.0,542124.0,0
58.02331,4.2869,32.878,0.0,542154.0,0
58.02331,4.2981,33.36153,0.0,542184.0,0
58.02331,4.3092,33.84506,0.0,542214.0,0
58.02331,4.3204,34.32859,0.0,542244.0,0
58.02331,4.3319,34.81211,0.0,542274.0,0
58.02331,4.343,35.29564,0.0,542304.0,0
56.07639,4.3492,35.7757,0.0,542334.0,0
52.59797,4.3492,36.22773,0.0,542364.0,0
49.76438,4.3492,36.65398,0.0,542394.0,0
47.20982,4.3492,37.05786,0.0,542424.0,0
44.82887,4.3492,37.44116,0.0,542454.0,0
42.56572,4.3489,37.80521,0.0,542484.0,0
40.45758,4.3492,38.15106,0.0,542514.0,0
38.43626,4.3492,38.47963,0.0,542544.0,0
36.52033,4.3492,38.79179,0.0,542574.0,0
34.72222,4.3489,39.08854,0.0,542604.0,0
